x	baseline	max	best	g0	g1	g2	g3	g4	0f0	0f10	0f20	1f0	1f10	1f20	2f0	2f10	2f20	3f0	3f10	3f20	4f0	4f10	4f20	5f0	5f10	5f20	6f0	6f10	6f20
0	0.000000	1.000000	-0.996051	-0.666667	-0.333333	0.000000	0.333333	0.666667	-3.706155	-4.241533	-4.241533	-3.592307	-4.241533	-4.241533	-2.952746	-3.900565	-4.905440	-5.895293	-1.921169	-3.848223	-1.858283	-4.241533	-3.384280	-3.848223	-4.357363	-3.848223	-4.163140	-4.241533	-3.848223
1	0.000000	1.000000	-0.925288	-0.666667	-0.333333	0.000000	0.333333	0.666667	-3.592307	-2.847496	-3.706155	-2.952746	-2.111035	-2.111035	-2.728787	-3.848223	-4.358341	-5.846952	-1.589118	-3.563483	-1.790826	-2.111035	-2.111035	-1.919851	-2.847496	-3.592307	-2.620062	-3.848223	-3.384280
2	0.000000	1.000000	-0.864587	-0.666667	-0.333333	0.000000	0.333333	0.666667	-2.531913	-2.111035	-2.620062	-2.531913	-1.589118	-1.749661	-2.620062	-3.384280	-3.563483	-2.129819	-1.587732	-1.845368	-1.555891	-1.921169	-1.764053	-1.764053	-1.587732	-1.919851	-1.535780	-3.384280	-3.284179
3	0.000000	1.000000	-0.827478	-0.666667	-0.333333	0.000000	0.333333	0.666667	-2.042744	-1.980274	-2.111035	-2.469720	-1.555891	-1.589118	-2.469720	-2.130667	-1.921169	-1.749661	-1.368255	-1.790826	-1.535780	-1.897271	-1.368255	-1.535780	-1.368255	-1.764053	-1.516355	-3.284179	-2.130667
4	0.000000	1.000000	-0.807577	-0.666667	-0.333333	0.000000	0.333333	0.666667	-1.738609	-1.921169	-1.980274	-2.111035	-1.535780	-1.516355	-2.042744	-2.129819	-1.738609	-1.589118	-1.058035	-1.749661	-1.444579	-1.535780	-1.120671	-1.516355	-1.291828	-1.749661	-1.461903	-2.130667	-2.111035
5	0.000000	1.000000	-0.765590	-0.666667	-0.333333	0.000000	0.333333	0.666667	-1.727214	-1.919851	-1.921169	-1.921169	-1.516355	-1.368255	-1.921169	-1.589118	-1.677167	-1.535780	-0.906646	-1.589118	-1.201960	-1.369814	-0.996051	-1.461903	-1.058035	-1.589118	-1.368255	-2.111035	-1.980274
6	0.000000	1.000000	-0.582693	-0.666667	-0.333333	0.000000	0.333333	0.666667	-1.703822	-1.764053	-1.727214	-1.749661	-1.368255	-1.291828	-1.899182	-1.535780	-1.640239	-1.461903	-0.902458	-1.461903	-1.097172	-1.368255	-0.895333	-1.444579	-0.996051	-1.461903	-1.067427	-1.921169	-1.921169
7	0.000000	1.000000	-0.481072	-0.666667	-0.333333	0.000000	0.333333	0.666667	-1.589118	-1.518827	-1.518827	-1.601497	-1.264414	-1.148953	-1.703822	-1.461903	-1.534777	-1.368255	-0.878140	-1.368255	-1.090749	-1.120671	-0.865535	-1.368255	-0.812022	-1.368255	-0.902458	-1.727214	-1.749661
8	0.000000	1.000000	-0.456942	-0.666667	-0.333333	0.000000	0.333333	0.666667	-1.555891	-1.445732	-1.368255	-1.587732	-1.249368	-1.067427	-1.587732	-1.369814	-1.368255	-1.249928	-0.837752	-1.277735	-1.088404	-1.088404	-0.790378	-1.249928	-0.790378	-1.291828	-0.790378	-1.555891	-1.368255
9	0.000000	1.000000	-0.430658	-0.666667	-0.333333	0.000000	0.333333	0.666667	-1.518827	-1.404290	-1.170100	-1.535780	-1.148953	-0.895333	-1.535780	-1.368255	-1.291828	-0.908850	-0.779228	-1.249928	-0.665296	-1.085890	-0.782505	-1.067427	-0.782505	-1.148953	-0.768583	-1.369814	-1.249928
10	0.000000	1.000000	-0.420621	-0.666667	-0.333333	0.000000	0.333333	0.666667	-1.445732	-1.368255	-1.148953	-1.516355	-1.067427	-0.837752	-1.516355	-1.282015	-1.264414	-0.875486	-0.778518	-1.077042	-0.652925	-1.077042	-0.740889	-0.902458	-0.731908	-1.133763	-0.731908	-1.368255	-1.149770
11	0.000000	1.000000	-0.415298	-0.666667	-0.333333	0.000000	0.333333	0.666667	-1.404290	-1.256139	-1.088404	-1.368255	-1.058035	-0.790378	-1.368255	-1.264414	-0.895333	-0.677325	-0.768583	-1.037419	-0.634776	-0.996051	-0.731908	-0.768583	-0.702324	-0.996051	-0.721609	-1.120671	-1.058035
12	0.000000	1.000000	-0.409489	-0.666667	-0.333333	0.000000	0.333333	0.666667	-1.368255	-1.170100	-1.058035	-1.088404	-0.837752	-0.782505	-1.264414	-1.097172	-0.875723	-0.665296	-0.712351	-0.895333	-0.549442	-0.902458	-0.706531	-0.731908	-0.687583	-0.895333	-0.631241	-1.085890	-0.996051
13	0.000000	1.000000	-0.376894	-0.666667	-0.333333	0.000000	0.333333	0.666667	-1.272135	-1.088404	-0.996051	-1.067427	-0.790378	-0.731908	-1.088404	-0.997671	-0.856600	-0.546330	-0.547722	-0.878140	-0.545627	-0.865535	-0.669232	-0.721609	-0.677325	-0.858789	-0.631026	-1.058035	-0.969994
14	0.000000	1.000000	-0.341696	-0.666667	-0.333333	0.000000	0.333333	0.666667	-1.256139	-0.996051	-0.906646	-0.962942	-0.789855	-0.702324	-1.067427	-0.896971	-0.801449	-0.508786	-0.526792	-0.837752	-0.542799	-0.790378	-0.545627	-0.631241	-0.631241	-0.812022	-0.582619	-0.996051	-0.895333
15	0.000000	1.000000	-0.328512	-0.666667	-0.333333	0.000000	0.333333	0.666667	-1.170100	-0.906646	-0.875723	-0.902458	-0.731908	-0.669232	-0.902458	-0.812022	-0.731908	-0.500930	-0.519049	-0.790378	-0.519049	-0.782505	-0.526792	-0.546330	-0.547722	-0.790378	-0.545627	-0.865535	-0.887606
16	0.000000	1.000000	-0.314394	-0.666667	-0.333333	0.000000	0.333333	0.666667	-1.148953	-0.895333	-0.865535	-0.837752	-0.637881	-0.631241	-0.837752	-0.789855	-0.712351	-0.428133	-0.500930	-0.778518	-0.513389	-0.549442	-0.500930	-0.542799	-0.546330	-0.731908	-0.542799	-0.790378	-0.865535
17	0.000000	1.000000	-0.304041	-0.666667	-0.333333	0.000000	0.333333	0.666667	-1.120836	-0.875723	-0.837752	-0.790378	-0.546330	-0.546330	-0.812022	-0.782505	-0.710131	-0.415298	-0.435330	-0.768583	-0.511114	-0.547722	-0.479938	-0.500930	-0.540159	-0.702324	-0.520562	-0.740889	-0.830343
18	0.000000	1.000000	-0.287395	-0.666667	-0.333333	0.000000	0.333333	0.666667	-1.088404	-0.875486	-0.830343	-0.768583	-0.542799	-0.542799	-0.710131	-0.702324	-0.677325	-0.395832	-0.428133	-0.712351	-0.479894	-0.546330	-0.430658	-0.404010	-0.537461	-0.687583	-0.511114	-0.702324	-0.812022
19	0.000000	1.000000	-0.252884	-0.666667	-0.333333	0.000000	0.333333	0.666667	-1.036152	-0.865535	-0.827478	-0.731908	-0.540159	-0.540159	-0.706531	-0.582619	-0.637881	-0.338451	-0.404426	-0.634776	-0.451318	-0.545627	-0.415298	-0.396547	-0.500930	-0.669232	-0.500930	-0.669232	-0.790378
20	0.000000	1.000000	-0.245889	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.906646	-0.837752	-0.768583	-0.631241	-0.500930	-0.519049	-0.676070	-0.546330	-0.582619	-0.304041	-0.400527	-0.601760	-0.395832	-0.513389	-0.400527	-0.369086	-0.483312	-0.631241	-0.430658	-0.546330	-0.782505
21	0.000000	1.000000	-0.244658	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.875723	-0.830343	-0.765590	-0.631026	-0.483312	-0.500930	-0.631241	-0.542799	-0.545331	-0.267337	-0.369086	-0.540159	-0.368970	-0.500930	-0.368579	-0.368970	-0.479938	-0.546330	-0.409489	-0.545331	-0.768583
22	0.000000	1.000000	-0.198799	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.875486	-0.827478	-0.749156	-0.540159	-0.463469	-0.483312	-0.631026	-0.500930	-0.479938	-0.219744	-0.368970	-0.526792	-0.368579	-0.479894	-0.290432	-0.368579	-0.459622	-0.540159	-0.369086	-0.544663	-0.761479
23	0.000000	1.000000	-0.159354	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.837752	-0.768583	-0.706531	-0.523202	-0.459622	-0.459622	-0.549442	-0.479938	-0.466795	-0.215359	-0.314394	-0.519049	-0.252884	-0.456942	-0.284062	-0.338451	-0.415298	-0.500930	-0.368579	-0.537461	-0.731908
24	0.000000	1.000000	-0.140145	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.830343	-0.765590	-0.637881	-0.500930	-0.457319	-0.457319	-0.546330	-0.463469	-0.450612	-0.200572	-0.304041	-0.506289	-0.231231	-0.415298	-0.252884	-0.332988	-0.400527	-0.483312	-0.316094	-0.430658	-0.706531
25	0.000000	1.000000	-0.131642	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.827478	-0.712351	-0.626906	-0.430927	-0.441630	-0.441630	-0.545627	-0.427090	-0.421444	-0.194312	-0.303245	-0.500930	-0.220828	-0.368579	-0.238563	-0.316094	-0.398944	-0.459622	-0.274806	-0.415298	-0.669232
26	0.000000	1.000000	-0.129141	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.781132	-0.706531	-0.618319	-0.368579	-0.409546	-0.400527	-0.542799	-0.409546	-0.409546	-0.194256	-0.290432	-0.435330	-0.219744	-0.328137	-0.231231	-0.304041	-0.396547	-0.441630	-0.209556	-0.409546	-0.546330
27	0.000000	1.000000	-0.126097	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.779228	-0.648418	-0.519049	-0.356399	-0.368970	-0.369086	-0.508786	-0.368579	-0.400527	-0.177727	-0.284062	-0.428133	-0.211728	-0.290432	-0.219744	-0.284062	-0.368970	-0.415298	-0.196193	-0.409489	-0.540159
28	0.000000	1.000000	-0.117073	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.765590	-0.637881	-0.479708	-0.341958	-0.368579	-0.368970	-0.506289	-0.301383	-0.341958	-0.172452	-0.267337	-0.400527	-0.196193	-0.238563	-0.211728	-0.257280	-0.368579	-0.400527	-0.167717	-0.400527	-0.537461
29	0.000000	1.000000	-0.115845	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.712351	-0.631026	-0.457319	-0.328568	-0.316094	-0.368579	-0.500930	-0.290432	-0.312490	-0.164113	-0.231231	-0.376713	-0.188912	-0.231231	-0.164113	-0.231231	-0.316094	-0.396547	-0.164113	-0.368579	-0.483312
30	0.000000	1.000000	-0.095882	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.626906	-0.626906	-0.430658	-0.319900	-0.304041	-0.316094	-0.466795	-0.272999	-0.290432	-0.126492	-0.219744	-0.369086	-0.167717	-0.219744	-0.143685	-0.209556	-0.304041	-0.368579	-0.143685	-0.314394	-0.459622
31	0.000000	1.000000	-0.061076	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.549442	-0.618319	-0.427090	-0.316094	-0.252884	-0.290432	-0.428133	-0.252884	-0.260720	-0.125309	-0.215359	-0.338451	-0.165088	-0.211728	-0.131642	-0.196193	-0.290432	-0.328137	-0.125972	-0.301383	-0.416264
32	0.000000	1.000000	-0.023314	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.520225	-0.582619	-0.415298	-0.304041	-0.244658	-0.252884	-0.334010	-0.244658	-0.252884	-0.121849	-0.211728	-0.328137	-0.164113	-0.164113	-0.126528	-0.167717	-0.284062	-0.316094	-0.122054	-0.290432	-0.400527
33	0.000000	1.000000	-0.022518	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.457319	-0.540159	-0.409489	-0.290432	-0.200572	-0.231231	-0.331627	-0.219744	-0.231231	-0.105690	-0.191313	-0.314394	-0.143685	-0.132074	-0.117073	-0.164113	-0.252884	-0.290432	-0.117073	-0.261240	-0.398944
34	0.000000	1.000000	0.006543	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.404010	-0.519049	-0.404010	-0.289677	-0.184260	-0.229433	-0.290432	-0.209591	-0.226842	-0.096154	-0.188912	-0.290432	-0.132074	-0.131642	-0.105690	-0.156861	-0.231231	-0.289677	-0.105690	-0.252884	-0.368579
35	0.000000	1.000000	0.006987	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.379457	-0.479938	-0.376096	-0.284062	-0.182382	-0.209591	-0.257280	-0.184260	-0.219744	-0.090890	-0.177727	-0.284062	-0.122054	-0.126097	-0.104947	-0.132074	-0.201300	-0.284062	-0.096154	-0.231231	-0.301383
36	0.000000	1.000000	0.023624	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.327793	-0.479708	-0.334010	-0.164113	-0.182301	-0.167717	-0.254844	-0.167717	-0.214419	-0.078153	-0.164113	-0.282882	-0.105690	-0.124304	-0.097338	-0.130103	-0.200572	-0.252884	-0.095882	-0.219744	-0.290432
37	0.000000	1.000000	0.036693	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.275583	-0.451059	-0.290432	-0.131642	-0.164113	-0.164113	-0.219744	-0.165088	-0.211728	-0.077138	-0.117073	-0.245889	-0.096154	-0.105690	-0.077138	-0.122054	-0.184260	-0.211728	-0.091799	-0.196021	-0.252884
38	0.000000	1.000000	0.045191	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.266357	-0.427090	-0.257280	-0.125972	-0.125972	-0.125972	-0.200572	-0.130103	-0.207761	-0.064562	-0.105690	-0.215359	-0.090474	-0.077138	-0.064562	-0.105690	-0.164113	-0.164113	-0.090474	-0.164113	-0.231231
39	0.000000	1.000000	0.050004	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.231231	-0.404010	-0.252884	-0.105690	-0.117073	-0.117073	-0.198799	-0.105690	-0.126492	-0.047126	-0.096154	-0.211728	-0.068143	-0.064562	-0.048375	-0.096154	-0.120578	-0.151970	-0.064562	-0.132074	-0.227902
40	0.000000	1.000000	0.058696	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.219744	-0.379457	-0.231231	-0.096154	-0.096154	-0.105690	-0.196193	-0.096154	-0.096154	-0.045657	-0.077138	-0.188912	-0.064562	-0.048375	-0.026376	-0.051638	-0.117073	-0.135636	-0.048375	-0.131642	-0.219744
41	0.000000	1.000000	0.061727	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.211728	-0.376096	-0.215976	-0.090474	-0.095882	-0.104947	-0.164113	-0.064562	-0.070102	-0.026376	-0.066405	-0.164113	-0.061076	-0.048268	0.006987	-0.048375	-0.105690	-0.131642	-0.048005	-0.126528	-0.132074
42	0.000000	1.000000	0.064202	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.195582	-0.369450	-0.196193	-0.064562	-0.064562	-0.096154	-0.159354	-0.061076	-0.064562	-0.026337	-0.065432	-0.151970	-0.057004	-0.001279	0.009544	-0.029545	-0.096154	-0.121849	-0.006477	-0.112465	-0.131642
43	0.000000	1.000000	0.066040	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.191313	-0.334010	-0.191393	-0.051638	-0.061076	-0.095882	-0.132074	-0.023506	-0.048268	-0.023314	-0.065049	-0.131642	-0.051638	0.005292	0.010515	0.005292	-0.095882	-0.116162	-0.001279	-0.105690	-0.126528
44	0.000000	1.000000	0.067040	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.172452	-0.292194	-0.191313	-0.048375	-0.057004	-0.064562	-0.125972	-0.003435	-0.023874	-0.001135	-0.064562	-0.125383	-0.048375	0.006987	0.020552	0.010515	-0.091799	-0.105690	0.005292	-0.091799	-0.125972
45	0.000000	1.000000	0.068767	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.149231	-0.275583	-0.165088	-0.048005	-0.048375	-0.062564	-0.112465	0.014557	-0.023506	0.021239	-0.057004	-0.114494	-0.045164	0.009544	0.027774	0.014557	-0.064562	-0.104919	0.006987	-0.071991	-0.112465
46	0.000000	1.000000	0.077560	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.126492	-0.257280	-0.117073	-0.028880	-0.045657	-0.057004	-0.106777	0.020552	-0.009880	0.026004	-0.048375	-0.097338	-0.026376	0.020552	0.030527	0.020552	-0.057004	-0.096154	0.013862	-0.064562	-0.110467
47	0.000000	1.000000	0.083016	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.122054	-0.219744	-0.104947	-0.026376	-0.026376	-0.048375	-0.105690	0.027774	-0.003435	0.033593	-0.026376	-0.096154	-0.026337	0.022846	0.042118	0.023744	-0.048375	-0.064562	0.014557	-0.060746	-0.105690
48	0.000000	1.000000	0.084637	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.117073	-0.211728	-0.097338	0.005292	-0.001279	-0.045657	-0.096154	0.028279	0.008901	0.041196	0.020552	-0.077138	-0.012269	0.027774	0.045191	0.033083	-0.028012	-0.057004	0.020552	-0.048375	-0.096154
49	0.000000	1.000000	0.111322	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.110476	-0.196193	-0.096154	0.010515	0.008901	-0.026376	-0.069017	0.042118	0.020552	0.049221	0.021239	-0.065049	-0.006477	0.030527	0.057999	0.035957	-0.012361	-0.048375	0.033083	-0.006477	-0.091799
50	0.000000	1.000000	0.120382	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.096901	-0.191393	-0.095882	0.014557	0.027774	0.020552	-0.064562	0.045180	0.027774	0.057999	0.021444	-0.064562	-0.001279	0.042118	0.071824	0.048304	-0.001279	-0.045657	0.049221	0.009544	-0.071991
51	0.000000	1.000000	0.120538	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.096154	-0.191313	-0.067502	0.020552	0.035957	0.022846	-0.048375	0.049221	0.030527	0.061727	0.022846	-0.048375	0.005292	0.042695	0.080389	0.049221	0.005292	-0.012361	0.057999	0.020552	-0.064562
52	0.000000	1.000000	0.133065	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.093008	-0.117073	-0.048375	0.022846	0.045191	0.023624	-0.048005	0.080389	0.036693	0.080389	0.027774	-0.026376	0.010515	0.048304	0.082198	0.057999	0.009544	0.005292	0.080389	0.027774	-0.052203
53	0.000000	1.000000	0.163211	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.091013	-0.104947	-0.048268	0.033083	0.049221	0.030527	-0.026376	0.082198	0.044097	0.100720	0.036236	0.009544	0.022846	0.051065	0.084981	0.088925	0.020552	0.006987	0.100720	0.042118	-0.048375
54	0.000000	1.000000	0.166154	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.048268	-0.096154	-0.047126	0.033593	0.057355	0.035957	-0.001279	0.100720	0.049221	0.185820	0.048304	0.020552	0.049221	0.057999	0.100720	0.104264	0.022846	0.009544	0.119885	0.045191	-0.041393
55	0.000000	1.000000	0.167212	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.041393	-0.095882	-0.031368	0.042695	0.082198	0.042118	0.005292	0.100992	0.057355	0.199028	0.057999	0.021239	0.088925	0.080389	0.130630	0.130630	0.027774	0.020552	0.137390	0.057999	-0.006477
56	0.000000	1.000000	0.178824	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.021223	-0.048375	-0.021223	0.042871	0.097456	0.045191	0.020552	0.128126	0.059886	0.202882	0.066040	0.021444	0.090354	0.082198	0.137390	0.144150	0.042118	0.030527	0.155109	0.080389	0.006987
57	0.000000	1.000000	0.189800	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.012269	-0.048268	-0.012361	0.048304	0.100720	0.049221	0.033083	0.155109	0.066470	0.226199	0.080389	0.022846	0.122351	0.083016	0.143085	0.155109	0.045191	0.042118	0.155141	0.082198	0.010515
58	0.000000	1.000000	0.196154	-0.666667	-0.333333	0.000000	0.333333	0.666667	-0.004509	-0.047126	0.006987	0.049221	0.120471	0.057999	0.048304	0.160285	0.071292	0.226598	0.082198	0.027774	0.127319	0.090354	0.145347	0.166993	0.049221	0.045191	0.157152	0.100720	0.020552
59	0.000000	1.000000	0.199028	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.021239	-0.031368	0.013862	0.057999	0.122351	0.066470	0.049221	0.173032	0.080389	0.226954	0.100720	0.036236	0.143085	0.100720	0.155109	0.185820	0.056534	0.049221	0.170555	0.104134	0.030527
60	0.000000	1.000000	0.202882	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.022846	-0.021223	0.015706	0.082198	0.155109	0.082198	0.057999	0.179285	0.082198	0.232926	0.128126	0.057999	0.149410	0.112349	0.157152	0.212970	0.080389	0.057999	0.185820	0.127953	0.042118
61	0.000000	1.000000	0.212800	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.031406	-0.012361	0.020552	0.088925	0.156587	0.100720	0.069598	0.182222	0.097456	0.235735	0.137390	0.080389	0.155109	0.119885	0.170555	0.214217	0.082198	0.062871	0.199028	0.130630	0.045191
62	0.000000	1.000000	0.213459	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.042871	-0.012269	0.027774	0.097456	0.160285	0.145347	0.082198	0.200860	0.100720	0.242168	0.142099	0.082198	0.157152	0.130630	0.190652	0.237462	0.100720	0.080389	0.214217	0.140263	0.049221
63	0.000000	1.000000	0.218905	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.049221	0.006987	0.049221	0.119235	0.170555	0.155109	0.127319	0.212970	0.101510	0.316419	0.143085	0.100720	0.185820	0.145347	0.237462	0.239984	0.155109	0.082198	0.239984	0.155109	0.059886
64	0.000000	1.000000	0.220673	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.054970	0.013862	0.071824	0.140757	0.173032	0.160285	0.129771	0.216773	0.120538	0.324375	0.147033	0.142099	0.193252	0.153127	0.237650	0.295955	0.160285	0.100720	0.242168	0.173032	0.079300
65	0.000000	1.000000	0.226954	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.062871	0.015706	0.080389	0.154083	0.216773	0.173032	0.155109	0.216990	0.128126	0.331993	0.157152	0.143085	0.199028	0.155109	0.242168	0.315082	0.170555	0.155109	0.258747	0.177555	0.080389
66	0.000000	1.000000	0.235735	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.066040	0.020552	0.081425	0.155109	0.237650	0.193252	0.170555	0.227204	0.147033	0.336975	0.178824	0.155109	0.212970	0.166993	0.258747	0.321877	0.193252	0.160285	0.271049	0.200860	0.081425
67	0.000000	1.000000	0.239984	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.080389	0.027774	0.082198	0.166993	0.239984	0.201167	0.185820	0.237650	0.159319	0.348055	0.189800	0.157152	0.218905	0.170555	0.302223	0.324375	0.200860	0.170555	0.271215	0.216773	0.082198
68	0.000000	1.000000	0.242168	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.082198	0.031406	0.097066	0.193252	0.258747	0.212970	0.189800	0.245374	0.166154	0.349050	0.193252	0.178824	0.227063	0.190652	0.302623	0.327545	0.216773	0.179285	0.315082	0.227179	0.100720
69	0.000000	1.000000	0.258747	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.083016	0.036693	0.111322	0.199028	0.266278	0.237650	0.226208	0.247405	0.173032	0.360036	0.218905	0.189800	0.252118	0.193252	0.307438	0.330962	0.237650	0.189800	0.327545	0.237145	0.104134
70	0.000000	1.000000	0.262188	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.097066	0.057999	0.130630	0.247004	0.271049	0.239984	0.227179	0.258747	0.189800	0.374544	0.229594	0.193252	0.253641	0.237462	0.323376	0.334280	0.239984	0.237462	0.330962	0.237462	0.127953
71	0.000000	1.000000	0.284828	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.102007	0.080389	0.142099	0.258747	0.271215	0.242168	0.235735	0.271215	0.212970	0.381182	0.242168	0.199028	0.258747	0.253641	0.324375	0.342545	0.242168	0.237650	0.348055	0.237650	0.136695
72	0.000000	1.000000	0.302623	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.111322	0.081425	0.152429	0.261229	0.279929	0.243805	0.243644	0.275025	0.215458	0.381677	0.284828	0.207991	0.276636	0.258747	0.325720	0.347099	0.253641	0.239984	0.349050	0.258747	0.143085
73	0.000000	1.000000	0.308459	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.122351	0.082198	0.155109	0.271049	0.302223	0.258747	0.247004	0.312167	0.216990	0.397408	0.302223	0.229594	0.316419	0.302223	0.330962	0.348055	0.258747	0.242168	0.358948	0.266278	0.145347
74	0.000000	1.000000	0.312167	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.152429	0.097066	0.159319	0.271215	0.317199	0.271215	0.258747	0.316419	0.237650	0.405931	0.306382	0.237462	0.320126	0.302623	0.334280	0.349050	0.271049	0.253641	0.360036	0.271215	0.153127
75	0.000000	1.000000	0.312812	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.155109	0.120382	0.162094	0.279929	0.335051	0.302223	0.261645	0.330962	0.247405	0.407022	0.307438	0.237650	0.327545	0.320126	0.335051	0.349411	0.271215	0.271215	0.375452	0.302223	0.154348
76	0.000000	1.000000	0.320126	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.159319	0.127382	0.185820	0.302223	0.348055	0.302623	0.269855	0.342450	0.257993	0.409991	0.320126	0.242168	0.336975	0.323376	0.336975	0.360036	0.279929	0.302223	0.387341	0.306382	0.155109
77	0.000000	1.000000	0.321848	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.170555	0.152429	0.189800	0.311642	0.360036	0.317199	0.271215	0.347099	0.258747	0.427637	0.334280	0.253641	0.348055	0.324375	0.348055	0.380263	0.302223	0.302623	0.397408	0.311191	0.170555
78	0.000000	1.000000	0.323119	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.185820	0.155109	0.199028	0.312167	0.367068	0.335051	0.276636	0.348055	0.271215	0.435028	0.342545	0.267432	0.349556	0.326047	0.358165	0.381677	0.324375	0.323376	0.400405	0.323376	0.189800
79	0.000000	1.000000	0.323376	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.193825	0.159319	0.213528	0.315082	0.367512	0.348055	0.308459	0.355096	0.284828	0.440390	0.348055	0.284828	0.353924	0.330962	0.360036	0.397408	0.330962	0.335051	0.407022	0.324375	0.190652
80	0.000000	1.000000	0.328108	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.218905	0.177555	0.237650	0.327545	0.381182	0.360036	0.311642	0.360036	0.312236	0.445475	0.366472	0.301739	0.354196	0.331993	0.360952	0.400405	0.335051	0.336975	0.409991	0.330962	0.213459
81	0.000000	1.000000	0.331993	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.226199	0.185820	0.247004	0.348055	0.385420	0.381182	0.315082	0.365709	0.327545	0.449078	0.374544	0.302223	0.355570	0.338638	0.376481	0.401319	0.342545	0.348055	0.413324	0.335051	0.227179
82	0.000000	1.000000	0.334092	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.232926	0.189800	0.266278	0.349411	0.392048	0.385636	0.327545	0.367068	0.336993	0.456137	0.381182	0.307438	0.360036	0.348055	0.381182	0.407022	0.348055	0.349411	0.418043	0.348055	0.237145
83	0.000000	1.000000	0.334280	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.242168	0.213528	0.312167	0.360036	0.399262	0.392048	0.335051	0.367512	0.343274	0.458000	0.385854	0.324375	0.368687	0.358165	0.385854	0.418043	0.381182	0.355096	0.418559	0.360036	0.237650
84	0.000000	1.000000	0.342959	-0.666667	-0.333333	0.000000	0.333333	0.666667	0.247004	0.226954	0.315667	0.381182	0.399403	0.399262	0.335301	0.371873	0.348055	0.458668	0.401319	0.327545	0.397408	0.360036	0.399403	0.424248	0.385420	0.358948	0.424248	0.360952	0.242168
