x	baseline	max	best	g0	g1	g2	g3	g4	0f0	0f10	0f20	1f0	1f10	1f20	2f0	2f10	2f20	3f0	3f10	3f20	4f0	4f10	4f20	5f0	5f10	5f20	6f0	6f10	6f20
234	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
235	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
236	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
237	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
238	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
239	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
240	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
241	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
242	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
243	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
244	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
245	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
246	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
247	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
248	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
249	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
250	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
251	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
252	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
253	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
254	0.000000	1.000000	1.000000	-0.666667	-0.333333	0.000000	0.333333	0.666667	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
