3.000000	0.000000	0.011109	0.637628
3.050000	0.000000	0.009550	0.628057
3.100000	0.000000	0.008189	0.618474
3.150000	0.000000	0.007004	0.608886
3.200000	0.000000	0.005976	0.599296
3.250000	0.000000	0.005086	0.589710
3.300000	0.000000	0.004318	0.580132
3.350000	0.000000	0.003656	0.570567
3.400000	0.000000	0.003089	0.561019
3.450000	0.000000	0.002603	0.551494
3.500000	0.000000	0.002187	0.541994
3.550000	0.000000	0.001834	0.532525
3.600000	0.000000	0.001534	0.523091
3.650000	0.000000	0.001280	0.513695
3.700000	0.000000	0.001065	0.504342
3.750000	0.000000	0.000884	0.495036
3.800000	0.000000	0.000732	0.485780
3.850000	0.000000	0.000604	0.476577
3.900000	0.000000	0.000498	0.467433
3.950000	0.000000	0.000409	0.458349
4.000000	0.000000	0.000335	0.449329
4.050000	0.000000	0.000274	0.440377
4.100000	0.000000	0.000224	0.431495
4.150000	0.000000	0.000182	0.422686
4.200000	0.000000	0.000148	0.413954
4.250000	0.000000	0.000120	0.405301
4.300000	0.000000	0.000097	0.396730
4.350000	0.000000	0.000078	0.388243
4.400000	0.000000	0.000063	0.379842
4.450000	0.000000	0.000050	0.371530
4.500000	0.000000	0.000040	0.363310
4.550000	0.000000	0.000032	0.355182
4.600000	0.000000	0.000025	0.347149
4.650000	0.000000	0.000020	0.339214
4.700000	0.000000	0.000016	0.331377
4.750000	0.000000	0.000013	0.323640
4.800000	0.000000	0.000010	0.316004
4.850000	0.000000	0.000008	0.308472
4.900000	0.000000	0.000006	0.301044
4.950000	0.000000	0.000005	0.293721
5.000000	0.000000	0.000004	0.286505
5.050000	0.000000	0.000003	0.279396
5.100000	0.000000	0.000002	0.272396
5.150000	0.000000	0.000002	0.265504
5.200000	0.000000	0.000001	0.258722
5.250000	0.000000	0.000001	0.252051
5.300000	0.000000	0.000001	0.245490
5.350000	0.000000	0.000001	0.239040
5.400000	0.000000	0.000000	0.232701
5.450000	0.000000	0.000000	0.226474
5.500000	0.000000	0.000000	0.220358
5.550000	0.000000	0.000000	0.214354
5.600000	0.000000	0.000000	0.208462
5.650000	0.000000	0.000000	0.202680
5.700000	0.000000	0.000000	0.197010
5.750000	0.000000	0.000000	0.191451
5.800000	0.000000	0.000000	0.186002
5.850000	0.000000	0.000000	0.180662
5.900000	0.000000	0.000000	0.175433
5.950000	0.000000	0.000000	0.170312
6.000000	0.000000	0.000000	0.165299
6.050000	0.000000	0.000000	0.160394
6.100000	0.000000	0.000000	0.155595
6.150000	0.000000	0.000000	0.150902
