0.795211,0.815706,0.832039,0.853994,0.870767,0.916667,300.000000,0.835539,0.842328,0.848172,0.853333,0.858133,0.859489,127.000000,0.818511,0.838050,0.844583,0.863467,0.873661,0.874706,94.000000,0.839939,0.866633
0.852483,0.867922,0.880083,0.897211,0.912744,0.968333,300.000000,0.895139,0.901339,0.907011,0.912306,0.918489,0.923800,150.000000,0.877400,0.889272,0.902772,0.914361,0.929856,0.933489,144.000000,0.919700,0.951906
0.858617,0.874700,0.886906,0.902461,0.915133,0.950000,300.000000,0.899017,0.902822,0.905267,0.906983,0.910083,0.912333,147.000000,0.874244,0.889811,0.894244,0.902994,0.912483,0.913500,112.000000,0.898292,0.932139
0.947318,0.960428,0.966284,0.967962,0.968490,0.973880,190.000000,0.959609,0.952075,0.933303,0.873704,0.811709,0.960288,4.000000,0.951256,0.928778,0.909571,0.885828,0.730616,0.954386,3.000000,0.924716,0.961446
0.704293,0.721553,0.721854,0.727239,0.737833,0.737869,99.000000,0.705732,0.702842,0.680581,0.641557,0.609826,0.705732,5.000000,0.652129,0.647161,0.570652,0.450463,0.615812,0.666752,3.000000,0.675588,0.735825
0.842401,0.845563,0.853255,0.870164,0.844365,0.904108,200.000000,0.845337,0.812463,0.774419,0.705049,0.683077,0.910967,1.000000,0.717970,0.675356,0.777055,0.748897,0.665496,0.875460,1.000000,0.798728,0.871603
0.669246,0.657513,0.650147,0.648354,0.653406,0.693128,2.000000,0.650400,0.636569,0.625264,0.597561,0.593313,0.652182,4.000000,0.586766,0.581587,0.549833,0.423769,0.621540,0.651710,123.000000,0.622627,0.703567
0.713525,0.691029,0.647298,0.615418,0.609218,0.715007,4.000000,0.671495,0.681536,0.678381,0.656324,0.619314,0.681536,10.000000,0.624143,0.671385,0.698381,0.649877,0.591111,0.705624,18.000000,0.640521,0.642634
0.620741,0.564060,0.527023,0.498107,0.364444,0.626337,4.000000,0.406091,0.403402,0.426008,0.473169,,0.500604,74.000000,0.474129,0.454266,0.446420,0.504911,,0.560658,71.000000,0.454266,0.585185
0.675764,0.655750,0.632642,0.593523,0.584061,0.722571,2.000000,0.605941,0.607806,0.562136,0.513555,0.462746,0.621088,1.000000,0.518286,0.592385,0.560499,0.519150,0.570915,0.594660,11.000000,0.563000,0.647152
0.686727,0.641148,0.595388,0.327511,0.327511,0.718477,3.000000,0.662209,0.659525,0.625591,,,0.831650,1.000000,0.421124,0.638783,0.631368,,,0.822098,3.000000,0.618222,0.846570
